aadf_brand_raw,aadf_brand_normalized,aadf_product_name,aadf_form,aadf_key,match_score,exact_key_match,canonical_brand,canonical_product_name,canonical_key,canonical_form
Benyfit,Benyfit,natural,raw,benyfit|natural|raw,0.5923076923076923,False,Benyfit,Natural Beef  Tripe,benyfit|natural_beef__tripe|raw,raw
Guru,Guru,tasty tucker,wet,guru|tasty_tucker|wet,0.0,False,,,,
Icepaw,Icepaw,pure 29 17,dry,icepaw|pure_29_17|dry,0.0,False,,,,
Royal Canin,Royal Canin,maxi,wet,royal_canin|maxi|wet,0.0,False,,,,
Millies Wolfheart,Millies Wolfheart,gundog mix,wet,millies_wolfheart|gundog_mix|wet,0.0,False,,,,
Gelert,Gelert,country choice performance,wet,gelert|country_choice_performance|wet,0.0,False,,,,
Chudleys,Chudleys,working crunch,dry,chudleys|working_crunch|dry,0.0,False,,,,
Eden,Eden,80 20 kibble,wet,eden|80_20_kibble|wet,0.0,False,,,,
Harringtons,Harringtons,superfood grain free,dry,harringtons|superfood_grain_free|dry,0.0,False,,,,
Wainwrights,Wainwrights,mature grain free,wet,wainwrights|mature_grain_free|wet,0.0,False,,,,
Green,Green,pantry calm and relax,wet,green|pantry_calm_and_relax|wet,0.0,False,,,,
Seven,Seven,grain free,dry,seven|grain_free|dry,0.0,False,,,,
Years,Years,complete nutrition system,wet,years|complete_nutrition_system|wet,0.0,False,,,,
