web-scraper-order,web-scraper-start-url,pagination-selector,data-page-selector,data-page-selector-href,image-0-src,text-1,text-2,text-3,text-4
"1757708407-2657","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin German Shepherd Puppy 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_breed/german_shepherd/207892?activeVariant=207892.10","https://media.zooplus.com/bilder/5/400/84702_pla_royalcanin_puppyhund_germanshepherd_5.jpg","Royal Canin German Shepherd Puppy","","","Exclusive dry dog food for German Shepherd puppies up to 15 months, with a patented antioxidant complex and vitamin E, along with highly-digestible proteins and prebiotics, omega-3 fatty acids."
"1757708410-2658","https://www.zooplus.com/shop/dogs/dry_dog_food","","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now! ""Explore The Mighty Summit"" - Performance (2 x 1kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/trial_pack/2014430?activeVariant=2014430.13","https://media.zooplus.com/bilder/9/400/wow_performance_front_1kg_1000x1000_9.jpg","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now!","","","zooplus choice"
"1757708412-2659","https://www.zooplus.com/shop/dogs/dry_dog_food","","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now! Soft ""Rocky Spires"" - Chicken with Guinea Fowl (2 x 1kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/trial_pack/2014430?activeVariant=2014430.29","https://media.zooplus.com/bilder/1/400/wow_soft_rockyspires_frontright_1kg_1000x1000_1__1.jpg","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now!","","","zooplus choice"
"1757708415-2660","https://www.zooplus.com/shop/dogs/dry_dog_food","","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now! ""Explore The Blue River"" - Mobility (2 x 1kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/trial_pack/2014430?activeVariant=2014430.15","https://media.zooplus.com/bilder/1/400/wow_freerange_explore_blueriver_1kg_front_1000x1000_1.jpg","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now!","","","zooplus choice"
"1757708417-2661","https://www.zooplus.com/shop/dogs/dry_dog_food","","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now! Adult ""Whispering Woodlands"" Free-Range Turkey (2 x 1kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/trial_pack/2014430?activeVariant=2014430.26","https://media.zooplus.com/bilder/5/400/wow_elements_fr_whispering_front_1kg_1000x1000_5.jpg","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now!","","","zooplus choice"
"1757708419-2662","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Medium Adult Poultry & Pork 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_size/medium/1995882?activeVariant=1995882.3","","Royal Canin Medium Adult Poultry & Pork","","","Highly-digestible dry food for medium dogs, with a balanced and complete recipe offering high-quality protein, a source of prebiotics, vitamin E and antioxidants, with a tailored kibble size."
"1757708422-2663","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Maxi Starter Mother & Babydog 15kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_size/maxi/207708?activeVariant=207708.7","https://media.zooplus.com/bilder/9/400/rc_spt_dry_maxistart_mv_2_de_de_9.jpg","Royal Canin Maxi Starter Mother & Babydog","","","Complete dry food in a new recipe, tailored to pregnant dogs between 26-44kg and their puppies during the weaning phase, helping to support immune system and metabolism, with beneficial prebiotics."
"1757708424-2664","https://www.zooplus.com/shop/dogs/dry_dog_food","","James Wellbeloved Senior Dog Hypoallergenic Turkey & Rice 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/james_wellbeloved/wellbeloved_seniorlight/128227?activeVariant=128227.7","https://media.zooplus.com/bilder/2/400/581103_pla_james_wellbeloved_senior_dog_hypoallergenic_truthahn_reis_hs_011_2.jpg","James Wellbeloved Senior Dog Hypoallergenic Turkey & Rice","","","Digestible hypoallergenic dry food for older dogs, with a mono-protein recipe including protein-rich turkey, full of flavour and enriched with glucosamine, chondroitin and omega fatty acids."
"1757708427-2665","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild - High Prairie Canine 2kg","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/231920?activeVariant=231920.3","https://media.zooplus.com/bilder/8/400/113413_pla_nidfrance_tasteofthewild_highprairie_12_2kg_hs_01_8.jpg","Taste of the Wild - High Prairie Canine","","","zooplus choice"
"1757708429-2666","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Adult ""Deep Seas"" - Herring Economy Pack: 5 x 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/206814/792924?activeVariant=792924.1","https://media.zooplus.com/bilder/8/400/wow_classic_deepseas_1kg_1000x1000_8.jpg","Wolf of Wilderness Adult ""Deep Seas"" - Herring","","","Nutritious complete dry dog food, with tasty herring, 41% fresh chicken meat, berries, roots and wild herbs. This species-appropriate, grain-free food is inspired by the wild wolf's natural diet."
"1757708432-2667","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Shih Tzu Puppy Economy Pack: 3 x 1.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_breed/shih_tzu/207891?activeVariant=207891.8","https://media.zooplus.com/bilder/1/400/84451_pla_royalcanin_puppyhund_shihtzu_1.jpg","Royal Canin Shih Tzu Puppy","","","Complete dry dog food for Shih Tzu puppies up to 10 months of age, with omega-3 fatty acids and vitamins to support healthy skin and coat, alongside L.I.P. proteins and prebiotics for good digestion."
"1757708434-2668","https://www.zooplus.com/shop/dogs/dry_dog_food","","Perfect Fit Adult Dogs (<10kg) Chicken Economy Pack: 2 x 6kg","https://www.zooplus.com/shop/dogs/dry_dog_food/perfect_fit/adult/628034?activeVariant=628034.7","https://media.zooplus.com/bilder/4/400/4008429093944_fop_de_4.jpg","Perfect Fit Adult Dogs (<10kg) Chicken","","","Dry food with chicken for adult dogs of small and very small breeds (<10 kg), complete formula with high-quality proteins, fiber for improved stool quality, small kibble"
"1757708436-2669","https://www.zooplus.com/shop/dogs/dry_dog_food","","PURINA PRO PLAN Small & Mini Adult Everyday Nutrition 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purina_pro_plan/adult/509104?activeVariant=509104.4","","PURINA PRO PLAN Small & Mini Adult Everyday Nutrition","","","Protein-rich dry food for adult dogs (1 - 9 years) of small & very small breeds up to 10 kg, vitamin D for normal teeth & bones, omega-3 fatty acids for skin & fur. Before: OPTIBALANCE"
"1757708439-2670","https://www.zooplus.com/shop/dogs/dry_dog_food","","Lukullus Classic Senior Grain-Free Turkey & Duck 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/lukullus/senior/2119334?activeVariant=2119334.1","","Lukullus Classic Senior Grain-Free Turkey & Duck","","","NEW RECIPE! Lukullus Classic products have been developed by nutritional specialists. Strengthen your relationship with your senior dog with the power of a natural premium food. With turkey & duck."
"1757708441-2671","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Adult 1-5 Large Breed with Chicken Economy Pack: 2 x 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/hills_adult_large/128116?activeVariant=128116.13","https://media.zooplus.com/bilder/0/400/105730_605033_pla_hills_scienceplan_adult_large_chicken_hs_01_0.jpg","Hill's Science Plan Adult 1-5 Large Breed with Chicken","","","zooplus choice"
"1757708444-2672","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Adult 1-5 Large Breed with Chicken 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/hills_adult_large/128116?activeVariant=128116.12","https://media.zooplus.com/bilder/0/400/105730_605033_pla_hills_scienceplan_adult_large_chicken_hs_01_0.jpg","Hill's Science Plan Adult 1-5 Large Breed with Chicken","","","zooplus choice"
"1757708446-2673","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill's Science Plan Adult 1-5 Large Breed with Chicken Economy Pack: 3 x 2.5kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/hills_adult_large/128116?activeVariant=128116.14","https://media.zooplus.com/bilder/0/400/105730_605033_pla_hills_scienceplan_adult_large_chicken_hs_01_0.jpg","Hill's Science Plan Adult 1-5 Large Breed with Chicken","","","zooplus choice"
"1757708448-2674","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Soft ""Blue River"" - Salmon 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/semi_moist/862319?activeVariant=862319.0","https://media.zooplus.com/bilder/2/400/wow_soft_relaunch_blueriver_front_1000x1000_2.jpg","Wolf of Wilderness Soft ""Blue River"" - Salmon","","","zooplus choice"
"1757708451-2675","https://www.zooplus.com/shop/dogs/dry_dog_food","","PURINA PRO PLAN NC Neurocare 3kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purina_vet_diet/1218165?activeVariant=1218165.4","https://media.zooplus.com/bilder/0/400/353500_pla_purina_veterinarydiets_proplan_neurocare_3kg_hs_01_0.jpg","PURINA PRO PLAN NC Neurocare","","","Balanced dry food for adult and senior dogs, medium-chain fatty acids for normal brain function, with arginine, B vitamins, EPA/DHA and selenium for healthy brain metabolism, with antioxidants"
"1757708453-2676","https://www.zooplus.com/shop/dogs/dry_dog_food","","Burns Puppy Original - Chicken & Rice Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/burns/burns_puppy/390248?activeVariant=390248.5","https://media.zooplus.com/bilder/9/400/1_2_pack_shot_9.jpg","Burns Puppy Original - Chicken & Rice","","","Hypoallergenic dry food for puppies & young dogs, gluten-free, balanced protein-fat ratio, phosphorus & calcium for normal bones, promotes gentle growth, without sugar & dairy products."
"1757708456-2677","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Large Light 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_large/561522?activeVariant=561522.5","https://media.zooplus.com/bilder/6/400/66953_pla_concept_for_life_large_light_12kg_6.jpg","Concept for Life Large Light","","","zooplus choice"
"1757708458-2678","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Junior 'Wild Hills' - Duck Economy Pack: 5 x 1kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/junior/575043?activeVariant=575043.5","https://media.zooplus.com/bilder/0/400/wow_classic_wildhills_junior_1kg_front_1000x1000_0.jpg","Wolf of Wilderness Junior 'Wild Hills' - Duck","","","zooplus choice"
"1757708461-2679","https://www.zooplus.com/shop/dogs/dry_dog_food","","Concept for Life Economy Packs French Bulldog Adult (2 x 4kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/concept_for_life/concept_for_life_eco_packs/561531?activeVariant=561531.20","https://media.zooplus.com/bilder/0/400/113799_pla_concept_for_life_french_bulldog_4kg_0.jpg","Concept for Life Economy Packs","","","High premium complete dry food, adapted to your dog’s size, age, lifestyle or breed. Now available in great-value economy packs!"
"1757708464-2680","https://www.zooplus.com/shop/dogs/dry_dog_food","","Royal Canin Veterinary Dog - Urinary S/O Moderate Calorie Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_vet_diet/567850?activeVariant=567850.2","https://media.zooplus.com/bilder/5/400/rc_vet_dry_dogurinarysomc_mv_eretailkit_de_de_5.jpg","Royal Canin Veterinary Dog - Urinary S/O Moderate Calorie","","","Dry food for adult dogs that are overweight or in danger of excess weight gain, to help to treat bacterial bladder infections and lower urinary tract infections and dissolve struvite and oxalate stones."
"1757708466-2681","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill’s Prescription Diet Canine i/d Sensitive Digestive Care - Egg & Rice Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/gastrointestinal/631536?activeVariant=631536.3","https://media.zooplus.com/bilder/0/400/193218_pla_hills_prescriptiondiet_id_sensitive_digestivecare_trockenfutter_hunde_eireis_hs_01_0.jpg","Hill’s Prescription Diet Canine i/d Sensitive Digestive Care - Egg & Rice","","","Highly digestible complete dietetic food for adult dogs with food sensitivities, digestive issues and absorption difficulties, which is clinically proven to help promote digestive tract health."
"1757708468-2682","https://www.zooplus.com/shop/dogs/dry_dog_food","","Lukullus Cold-Pressed Salmon & Wild Boar 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/lukullus/adult/1903426?activeVariant=1903426.2","","Lukullus Cold-Pressed Salmon & Wild Boar","","","Tasty complete dry dog food, made with top quality salmon and hearty wild boar, enriched with rice, salmon oil and linseed.  This all-natural recipe is gently cold-pressed to help retain vital nutrients."
"1757708471-2683","https://www.zooplus.com/shop/dogs/dry_dog_food","","Taste of the Wild - High Prairie Canine 5.6kg","https://www.zooplus.com/shop/dogs/dry_dog_food/taste_of_the_wild/231920?activeVariant=231920.7","https://media.zooplus.com/bilder/5/400/113412_pla_nidfrance_tasteofthewild_highprairie_5_6kg_hs_01_5.jpg","Taste of the Wild - High Prairie Canine","","","zooplus choice"
"1757708473-2684","https://www.zooplus.com/shop/dogs/dry_dog_food","","Lukullus Cold-Pressed Salmon & Wild Boar Economy Pack: 2 x 10kg","https://www.zooplus.com/shop/dogs/dry_dog_food/lukullus/adult/1903426?activeVariant=1903426.1","","Lukullus Cold-Pressed Salmon & Wild Boar","","","Tasty complete dry dog food, made with top quality salmon and hearty wild boar, enriched with rice, salmon oil and linseed.  This all-natural recipe is gently cold-pressed to help retain vital nutrients."
"1757708476-2685","https://www.zooplus.com/shop/dogs/dry_dog_food","","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now! Senior ""Green Fields"" Lamb - Grain-Free (2 x 1kg)","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/trial_pack/2014430?activeVariant=2014430.22","https://media.zooplus.com/bilder/1/400/wow_classic_greenfields_senior_1kg_front_1000x1000_1.jpg","2 x 1kg Wolf of Wilderness Dry Dog Food - Try Now!","","","zooplus choice"
"1757708478-2686","https://www.zooplus.com/shop/dogs/dry_dog_food","","Purizon Single Meat Adult Dog – Grain-Free Duck with Lavender Blossoms 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purizon/single_meat/557272?activeVariant=557272.7","https://media.zooplus.com/bilder/7/400/purizon_singlemeat_duck_12kg_1000x1000_7.jpg","Purizon Single Meat Adult Dog – Grain-Free Duck with Lavender Blossoms","","","Premium complete dry dog food with tasty duck as the only source of meat and 35% carefully selected fruit, veg and herbs. Grain-free & high in protein. Suitable for dogs with nutritional intolerances."
"1757708481-2687","https://www.zooplus.com/shop/dogs/dry_dog_food","","Wolf of Wilderness Adult ""Deep Seas"" - Herring 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/206814/792924?activeVariant=792924.0","https://media.zooplus.com/bilder/0/400/wow_classic_deepseas_12kg_frontright_1000x1000_0.jpg","Wolf of Wilderness Adult ""Deep Seas"" - Herring","","","Nutritious complete dry dog food, with tasty herring, 41% fresh chicken meat, berries, roots and wild herbs. This species-appropriate, grain-free food is inspired by the wild wolf's natural diet."
"1757708484-2688","https://www.zooplus.com/shop/dogs/dry_dog_food","","Eukanuba Boxer Adult 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/breed_nutrition/128074?activeVariant=128074.9","https://media.zooplus.com/bilder/6/400/169899_pla_tetragmbhiams_eukanuba_adult_breedspecific_boxer_12kg_hs_01_6.jpg","Eukanuba Boxer Adult","","","Complete dry food for adult Boxers over 1 year old, helping to support mobility and weight control with L-carnitine, glucosamine and taurine, as well as having a DentaDefense system."
"1757708486-2689","https://www.zooplus.com/shop/dogs/dry_dog_food","","bosch Adult Dry Dog Food Mixed Trial Pack 4 x 1kg 3 Varieties","https://www.zooplus.com/shop/dogs/dry_dog_food/bosch/bosch_adult/347125?activeVariant=347125.1","https://media.zooplus.com/bilder/6/400/56629_4x1kgmischpaket_6.jpg","bosch Adult Dry Dog Food Mixed Trial Pack 4 x 1kg","","","Treat your dog to premium bosch Adult dog food, with 1kg Poultry & Spelt, 2 x 1kg Lamb & Rice and 1kg Fish & Potato as a great value mixed trial pack."
"1757708488-2690","https://www.zooplus.com/shop/dogs/dry_dog_food","","Hill’s Science Plan Puppy Medium Perfect Digestion with Chicken 14kg","https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/puppy_junior/1387120?activeVariant=1387120.0","","Hill’s Science Plan Puppy Medium Perfect Digestion with Chicken","","","Balanced dry food for medium breed puppies, made with high-quality ingredients and a mix of prebiotic fibres, with fish oil as a source of DHA in a recipe designed to support development."
"1757708491-2691","https://www.zooplus.com/shop/dogs/dry_dog_food","","PURINA PRO PLAN Medium Adult Everyday Nutrition 7kg","https://www.zooplus.com/shop/dogs/dry_dog_food/purina_pro_plan/adult/128283?activeVariant=128283.13","https://media.zooplus.com/bilder/9/400/99200_pla_purina_proplan_medium_adult_optibalance_7kg_hs_01_9.jpg","PURINA PRO PLAN Medium Adult Everyday Nutrition","","","Balanced dry food for adult dogs (1-7 years) of medium-sized breeds (10-25 kg), high protein content, with omega-3 fatty acids, optimized combination of nutrients. Before: OPTIBALANCE"
"1757708494-2692","https://www.zooplus.com/shop/dogs/dry_dog_food","","Greenwoods Turkey with Sweet Potatoes, Peas & Pumpkin Economy Pack: 2 x 12kg","https://www.zooplus.com/shop/dogs/dry_dog_food/greenwoods/adult/945605?activeVariant=945605.0","https://media.zooplus.com/bilder/7/400/greenwoods_dog_turkey_12kg_1000x1000_7.jpg","Greenwoods Turkey with Sweet Potatoes, Peas & Pumpkin","","","Ready, Steady, Turkey – grain-free adult dog dry food! This mono-protein kibble is made with fresh turkey, sweet potato, peas & pumpkin. No additives or fillers. Just natural, nutritious ingredients."
